"GRAD_DEBT_MDN_SUPP","TUITFTE","CONTROL","TUITIONFEE_IN","TUITIONFEE_OUT","AVGFACSAL","INEXPFTE","INSTNM","OPEID","CCSIZSET","CCUGPROF","ADM_RATE","RELAFFIL","RET_FT4","RET_FTL4","RET_PT4","RET_PTL4","NPT4_PUB","NPT4_PRIV","NPT4_PROG","NPT4_OTHER","NPT41_PUB","NPT42_PUB","NPT43_PUB","NPT44_PUB","NPT45_PUB","NPT41_PRIV","NPT42_PRIV","NPT43_PRIV","NPT44_PRIV","NPT45_PRIV","NPT41_PROG","NPT42_PROG","NPT43_PROG","NPT44_PROG","NPT45_PROG","NPT41_OTHER","NPT42_OTHER","NPT43_OTHER","NPT44_OTHER","NPT45_OTHER","NPT4_048_PUB","NPT4_048_PRIV","NPT4_048_PROG","NPT4_048_OTHER","NPT4_3075_PUB","NPT4_3075_PRIV","NPT4_75UP_PUB","NPT4_75UP_PRIV","NPT4_3075_PROG","NPT4_3075_OTHER","NPT4_75UP_PROG","NPT4_75UP_OTHER","PAR_ED_PCT_1STGEN","PAR_ED_PCT_MS","PAR_ED_PCT_HS","PAR_ED_PCT_PS","INC_PCT_LO" 
"24915",12274,3,20770,20770,4824,3621,"Five Towns College",1256100,9,9,0.5509,NA,0.6667,NA,0.5,NA,NA,29740,NA,NA,NA,NA,NA,NA,NA,26927,28307,29499,31419,31383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27262,NA,NA,NA,29022,NA,31400,NA,NA,NA,NA,"0.381868132","0.019230769","0.362637363","0.618131868","0.325814536"
"25000",25968,2,43902,43902,12679,13784,"Fordham University",272200,17,12,0.4713,30,0.9051,NA,0.5185,NA,NA,33446,NA,NA,NA,NA,NA,NA,NA,22577,24968,31366,34971,38796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23352,NA,NA,NA,28242,NA,38130,NA,NA,NA,NA,"0.197640118","0.021017699","0.176622419","0.802359882","0.249312242"
"6333",71074,3,NA,NA,NA,19916,"The International Culinary Center",2575400,NA,NA,NA,NA,NA,NA,NA,NA,NA,56287,NA,NA,NA,NA,NA,NA,NA,56239,56410,56152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56309,NA,NA,NA,56335,NA,NA,NA,NA,NA,NA,"0.4","0.042253521","0.357746479","0.6","0.494033413"
"12559.5",1904,1,4108,7706,5626,5479,"Fulton-Montgomery Community College",286700,3,3,NA,NA,NA,0.5543,NA,0.481,7043,NA,NA,NA,5280,6840,10249,11676,12314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5678,NA,NA,NA,8347,NA,11860,NA,NA,NA,NA,NA,"0.478775226","0.050800278","0.427974948","0.521224774","PrivacySuppressed"
"9516",6400,2,NA,NA,NA,3491,"Gemological Institute of America-New York",2231901,NA,NA,NA,NA,NA,NA,NA,NA,NA,28800,NA,NA,NA,NA,NA,NA,NA,28544,NA,NA,32385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28544,NA,NA,NA,NA,NA,32385,NA,NA,NA,NA,"0.295081967","0","0.295081967","0.704918033","0.651851852"
NA,9869,2,NA,NA,4546,25311,"The General Theological Seminary",272600,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11000",1698,1,4050,4650,6109,4259,"Genesee Community College",678200,3,2,NA,NA,NA,0.528,NA,0.4333,6865,NA,NA,NA,4814,6409,9142,10342,10373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5330,NA,NA,NA,7668,NA,10349,NA,NA,NA,NA,NA,"0.493921501","0.035776311","0.458145189","0.5060785","PrivacySuppressed"
"16500",30431,2,46080,46080,11159,28954,"Hamilton College",272800,11,12,0.2719,NA,0.9403,NA,NA,NA,NA,19961,NA,NA,NA,NA,NA,NA,NA,6415,8713,14026,22673,35875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7245,NA,NA,NA,11933,NA,31608,NA,NA,NA,NA,"0.142857143","0.015584416","0.127272727","0.857142857","0.224343675"
"27000",21251,2,38930,38930,8002,11990,"Hartwick College",272900,11,10,0.8424,NA,0.7175,NA,NA,NA,NA,25628,NA,NA,NA,NA,NA,NA,NA,19969,22483,26164,27657,29115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21054,NA,NA,NA,24512,NA,28532,NA,NA,NA,NA,"0.242092457","0.010948905","0.231143552","0.757907543","0.226500566"
"13750",15006,2,16693,16693,7777,10508,"Helene Fuld College of Nursing",1015300,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.488304094","0.067251462","0.421052632","0.511695906","0.333333333"
"12000",2646,1,4360,6420,4993,3812,"Herkimer County Community College",478800,3,3,NA,NA,NA,0.5832,NA,0.4524,8317,NA,NA,NA,6287,7886,11135,12755,13247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6746,NA,NA,NA,9267,NA,12936,NA,NA,NA,NA,NA,"0.47823807","0.037231253","0.441006817","0.52176193","0.546225994"
"25739.5",13971,2,19940,19940,5928,5563,"Hilbert College",273500,7,9,0.8127,30,0.75,NA,NA,NA,NA,14597,NA,NA,NA,NA,NA,NA,NA,11422,11659,16565,18621,20230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11509,NA,NA,NA,14392,NA,19281,NA,NA,NA,NA,"0.372815534","0.013592233","0.359223301","0.627184466","0.380035026"
"27000",23464,2,46165,46165,9360,13098,"Hobart William Smith Colleges",273100,11,12,0.4944,NA,0.8817,NA,NA,NA,NA,30720,NA,NA,NA,NA,NA,NA,NA,20117,19299,25266,29832,38074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19876,NA,NA,NA,23360,NA,35946,NA,NA,NA,NA,"0.098310292","0.013824885","0.084485407","0.901689708","0.164244186"
"23900",25982,2,37400,37400,12848,15989,"Hofstra University",273200,16,13,0.5871,NA,0.7826,NA,0.25,NA,NA,30844,NA,NA,NA,NA,NA,NA,NA,28162,26598,31422,31744,32644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27626,NA,NA,NA,29472,NA,32354,NA,NA,NA,NA,"0.249408051","0.011049724","0.238358327","0.75059195","0.297895501"
"23500",14223,2,27728,27728,4007,10107,"Houghton College",273400,11,12,0.9108,89,0.8755,NA,NA,NA,NA,20165,NA,NA,NA,NA,NA,NA,NA,17870,17693,18525,24920,26649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17804,NA,NA,NA,18222,NA,25854,NA,NA,NA,NA,"0.22037422","0.01039501","0.20997921","0.77962578","0.296222664"
"11650",3482,1,4734,12694,7548,7636,"Hudson Valley Community College",286800,4,2,NA,NA,NA,0.5665,NA,0.4395,8761,NA,NA,NA,6257,8249,10958,12495,12779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6909,NA,NA,NA,9432,NA,12615,NA,NA,NA,NA,NA,"0.408351811","0.028824834","0.379526977","0.591648189","PrivacySuppressed"
"6816",3316,3,NA,NA,NA,2888,"Hunter Business School",2206000,NA,NA,NA,NA,NA,0.8017,NA,0.7921,NA,15407,NA,NA,NA,NA,NA,NA,NA,15084,15159,20203,20534,20534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15088,NA,NA,NA,17121,NA,20534,NA,NA,NA,NA,"0.608901515","0.047348485","0.56155303","0.391098485","PrivacySuppressed"
"PrivacySuppressed",6437,2,7940,7940,NA,5460,"Institute of Design and Construction",1210700,1,2,NA,NA,NA,0.4706,NA,0.25,NA,8940,NA,NA,NA,NA,NA,NA,NA,8211,8679,11886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8351,NA,NA,NA,9962,NA,NA,NA,NA,NA,NA,"0.566666667","0","0.566666667","0.433333333","0.737704918"
"9500",16379,3,NA,NA,NA,3253,"Institute of Audio Research",2294900,NA,NA,NA,NA,NA,0.6348,NA,0.4783,NA,19031,NA,NA,NA,NA,NA,NA,NA,18490,18926,20326,20624,20795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18557,NA,NA,NA,19464,NA,20694,NA,NA,NA,NA,"0.460898503","0.036605657","0.424292845","0.539101498","0.677922078"
"25250",19064,2,32770,32770,9082,8271,"Iona College",273700,13,12,0.9212,30,0.8269,NA,NA,NA,NA,27754,NA,NA,NA,NA,NA,NA,NA,19858,23118,27674,30108,32372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21242,NA,NA,NA,25588,NA,31663,NA,NA,NA,NA,"0.339709258","0.016832441","0.322876817","0.660290742","0.236063317"
"7592",8759,2,NA,NA,NA,11308,"Isabella Graham Hart School of Practical Nursing",2157900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.431818182","0.034090909","0.397727273","0.568181818","0.594059406"
"12000",15952,3,15650,15650,5505,12566,"Island Drafting and Technical Institute",737500,1,4,NA,NA,NA,0.86,NA,NA,NA,19334,NA,NA,NA,NA,NA,NA,NA,17655,19607,21381,23423,24815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18045,NA,NA,NA,20426,NA,24019,NA,NA,NA,NA,"0.416666667","0.05","0.366666667","0.583333333","0.672897196"
"26300",21206,2,38400,38400,8425,12032,"Ithaca College",273900,14,12,0.666,NA,0.8752,NA,NA,NA,NA,31958,NA,NA,NA,NA,NA,NA,NA,20937,24967,29345,31354,38317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22523,NA,NA,NA,27629,NA,36149,NA,NA,NA,NA,"0.162890124","0.007695596","0.155194528","0.837109876","0.190901706"
"9706",2635,1,4810,9030,6598,5570,"Jamestown Community College",286900,3,3,NA,NA,NA,0.6095,NA,0.3977,7722,NA,NA,NA,5354,6878,10640,12244,13017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5800,NA,NA,NA,8811,NA,12422,NA,NA,NA,NA,NA,"0.426746167","0.029386712","0.397359455","0.573253833","0.543307087"
"12080",11645,3,11700,11700,5238,2942,"Jamestown Business College",849500,1,4,NA,NA,NA,NA,NA,NA,NA,9005,NA,NA,NA,NA,NA,NA,NA,8145,8264,11441,12855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8178,NA,NA,NA,9662,NA,12855,NA,NA,NA,NA,"0.495283019","0.033018868","0.462264151","0.504716981","0.647286822"
"9245",2179,1,4397,6365,5956,4946,"Jefferson Community College",287000,3,3,NA,NA,NA,0.5617,NA,0.3154,6025,NA,NA,NA,3894,5490,8283,9988,10451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4293,NA,NA,NA,7008,NA,10098,NA,NA,NA,NA,NA,"0.472427269","0.043421624","0.429005645","0.527572731","PrivacySuppressed"
"16000",5068,2,18460,18460,8513,14904,"Jewish Theological Seminary of America",274000,NA,NA,0.5505,80,0.9744,NA,NA,NA,NA,7059,NA,NA,NA,NA,NA,NA,NA,-5629,-6429,-15101,-5276,16228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5895,NA,NA,NA,-10765,NA,13839,NA,NA,NA,NA,"PrivacySuppressed","0","0.066666667","0.933333333","PrivacySuppressed"
"24277",20003,2,36720,36720,8715,35449,"The Juilliard School",274200,NA,NA,0.0734,NA,0.9444,NA,NA,NA,NA,28537,NA,NA,NA,NA,NA,NA,NA,19212,17255,27556,27718,37310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18821,NA,NA,NA,24747,NA,32925,NA,NA,NA,NA,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.212962963"
"9782.5",12419,3,10000,10000,4745,3315,"SBI Campus-An Affiliate of Sanford-Brown",1164700,1,3,NA,NA,NA,0.6,NA,0,NA,10885,NA,NA,NA,NA,NA,NA,NA,10137,11566,13399,16975,16975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10305,NA,NA,NA,12352,NA,16975,NA,NA,NA,NA,"0.565022422","0.069506727","0.495515695","0.434977579","0.76012966"
NA,1098,2,8600,8600,1168,2698,"Kehilath Yakov Rabbinical Seminary",1054900,NA,NA,NA,80,0.9565,NA,NA,NA,NA,6217,NA,NA,NA,NA,NA,NA,NA,6142,NA,6934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6142,NA,NA,NA,6934,NA,NA,NA,NA,NA,NA,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"26897.5",13846,2,27465,27465,6373,7308,"Keuka College",274400,11,9,0.8778,54,0.7249,NA,NA,NA,NA,25830,NA,NA,NA,NA,NA,NA,NA,22349,22901,24215,27803,30559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22572,NA,NA,NA,23659,NA,29311,NA,NA,NA,NA,"0.401322002","0.028328612","0.37299339","0.598677998","PrivacySuppressed"
"26184",23919,3,23645,23645,6582,4491,"LIM College",746600,NA,NA,0.7502,NA,0.7336,NA,0,NA,NA,34300,NA,NA,NA,NA,NA,NA,NA,30190,32542,34512,36189,38600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31202,NA,NA,NA,33373,NA,37642,NA,NA,NA,NA,"0.348462665","0.008784773","0.339677892","0.651537335","0.332457293"
"25750",15271,2,30460,30460,8776,9710,"Le Moyne College",274800,11,10,0.619,30,0.875,NA,NA,NA,NA,22351,NA,NA,NA,NA,NA,NA,NA,14401,18125,22251,25492,26445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15975,NA,NA,NA,20718,NA,26021,NA,NA,NA,NA,"0.246293246","0.007413509","0.238879736","0.753706755","0.268049155"
"25000",23038,2,34120,34120,9917,11583,"LIU Brooklyn",275116,12,9,0.869,NA,0.589,NA,0.2727,NA,NA,23778,NA,NA,NA,NA,NA,NA,NA,22022,23328,27440,31260,27996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22308,NA,NA,NA,24836,NA,29374,NA,NA,NA,NA,"0.372613065","0.04120603","0.331407035","0.627386935","PrivacySuppressed"
"25000",20243,2,34070,34070,10748,10405,"LIU Post",275100,13,9,0.8067,NA,0.717,NA,0.6667,NA,NA,25613,NA,NA,NA,NA,NA,NA,NA,22351,24211,27222,27719,28253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22891,NA,NA,NA,25758,NA,28042,NA,NA,NA,NA,"0.372613065","0.04120603","0.331407035","0.627386935","PrivacySuppressed"
"7982",10553,3,NA,NA,NA,1644,"Long Island Beauty School-Hempstead",738800,NA,NA,NA,NA,NA,0.8,NA,1,NA,15844,NA,NA,NA,NA,NA,NA,NA,15844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.488188976","0.070866142","0.417322835","0.511811024","0.743589744"
"17199",17172,3,14259,14259,3663,7577,"Long Island Business Institute",2093700,1,3,NA,NA,NA,0.3945,NA,0.8333,NA,13115,NA,NA,NA,NA,NA,NA,NA,11163,12761,18557,18128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11695,NA,NA,NA,15055,NA,18128,NA,NA,NA,NA,"0.537572254","0.075144509","0.462427746","0.462427746","0.915322581"
"25000",21921,2,NA,NA,12301,13100,"LIU Hudson at Rockland",275102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.372613065","0.04120603","0.331407035","0.627386935","PrivacySuppressed"
"25000",20397,2,NA,NA,11481,9806,"LIU Brentwood",275101,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.372613065","0.04120603","0.331407035","0.627386935","PrivacySuppressed"
NA,5933,2,9600,9600,3537,4402,"Machzikei Hadath Rabbinical College",1302600,NA,NA,1,NA,0.9583,NA,NA,NA,NA,8897,NA,NA,NA,NA,NA,NA,NA,8866,9425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8897,NA,NA,NA,9425,NA,NA,NA,NA,NA,NA,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"13208",5302,3,12095,12095,4083,1801,"Mandl School-The College of Allied Health",740100,2,4,NA,NA,NA,0.8976,NA,NA,NA,18365,NA,NA,NA,NA,NA,NA,NA,17636,20789,25139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18200,NA,NA,NA,21311,NA,NA,NA,NA,NA,NA,"0.521008403","0.081232493","0.43977591","0.478991597","0.835209003"
"25500",19807,2,35725,35725,9042,9882,"Manhattan College",275800,14,10,0.6617,30,0.8789,NA,NA,NA,NA,25584,NA,NA,NA,NA,NA,NA,NA,19067,21043,27111,27782,31007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19582,NA,NA,NA,24660,NA,30014,NA,NA,NA,NA,"0.288239816","0.026133743","0.262106072","0.711760185","0.291166078"
"23950",29908,2,36500,36500,8745,17842,"Manhattan School of Music",275900,NA,NA,0.3431,NA,0.8953,NA,NA,NA,NA,37813,NA,NA,NA,NA,NA,NA,NA,35595,48903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37813,NA,NA,NA,48903,NA,NA,NA,NA,NA,NA,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.315789474"
"26000",16566,2,35370,35370,7862,9394,"Manhattanville College",276000,11,12,0.7674,NA,0.7524,NA,NA,NA,NA,22836,NA,NA,NA,NA,NA,NA,NA,18682,19685,21999,24829,29405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19083,NA,NA,NA,20908,NA,27409,NA,NA,NA,NA,"0.295392954","0.032520325","0.262872629","0.704607046","0.330518697"
"21000",12633,2,11130,11130,5891,5852,"Maria College of Albany",276300,1,1,0.1603,NA,0.75,NA,0.9,NA,NA,12893,NA,NA,NA,NA,NA,NA,NA,10937,12064,14574,17344,17344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11500,NA,NA,NA,12691,NA,17344,NA,NA,NA,NA,"0.353817505","0.029795158","0.324022346","0.646182495","0.485148515"
"14095",5284,2,8990,8990,NA,2279,"Marion S Whelan School of Nursing of Geneva General Hospital",2160100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.477987421","0.044025157","0.433962264","0.522012579","0.497297297"
"25500",20576,2,31290,31290,8532,10995,"Marist College",276500,14,12,0.3745,NA,0.9044,NA,NA,NA,NA,32831,NA,NA,NA,NA,NA,NA,NA,22779,30719,30523,33512,35746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25757,NA,NA,NA,30599,NA,35143,NA,NA,NA,NA,"0.183315038","0.013172338","0.1701427","0.816684962","0.196772514"
"7187.5",12639,3,NA,NA,NA,4626,"MarJon School of Beauty ltd-Tonawanda",2513500,NA,NA,NA,NA,NA,0.6667,NA,0.625,NA,11673,NA,NA,NA,NA,NA,NA,NA,11318,16410,16410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11561,NA,NA,NA,16410,NA,NA,NA,NA,NA,NA,"0.535211268","0.021126761","0.514084507","0.464788732","0.819767442"
"23000",21397,2,26640,26640,8312,10187,"Marymount Manhattan College",276900,10,11,0.7463,NA,0.6594,NA,0.625,NA,NA,33146,NA,NA,NA,NA,NA,NA,NA,25600,28233,30637,34487,37457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26643,NA,NA,NA,29712,NA,36654,NA,NA,NA,NA,"0.239215686","0.022222222","0.216993464","0.760784314","0.265625"
"25000",14138,2,23812,23812,5457,5765,"Medaille College",277700,9,9,0.5429,NA,0.587,NA,NA,NA,NA,13084,NA,NA,NA,NA,NA,NA,NA,10911,11787,13566,16601,18004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11125,NA,NA,NA,12685,NA,17317,NA,NA,NA,NA,"0.384821429","0.025892857","0.358928571","0.615178571","0.502715283"
"12926.5",10164,2,9445,9445,6213,13745,"Memorial School of Nursing",1220300,1,1,0.5,NA,NA,0.6667,NA,NA,NA,12109,NA,NA,NA,NA,NA,NA,NA,12109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.511627907"
"PrivacySuppressed",3363,2,NA,NA,NA,2863,"Memorial Hospital School of Radiation Therapy Technology",1167700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"22628.5",15611,2,17576,17576,8144,5547,"Mercy College",277200,12,8,0.5724,NA,0.701,NA,0.3333,NA,NA,15121,NA,NA,NA,NA,NA,NA,NA,12590,15084,18787,22370,22405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13193,NA,NA,NA,16522,NA,22379,NA,NA,NA,NA,"0.418575064","0.05629771","0.362277354","0.581424936","PrivacySuppressed"
NA,1248,2,10400,10400,2299,2690,"Mesivta Torah Vodaath Rabbinical Seminary",726400,NA,NA,0.9167,80,0.9286,NA,NA,NA,NA,11656,NA,NA,NA,NA,NA,NA,NA,11403,8183,15383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9793,NA,NA,NA,11783,NA,NA,NA,NA,NA,NA,"0.56097561","0","0.56097561","0.43902439","0.867346939"
NA,9634,2,8600,8600,2452,10818,"Mesivta of Eastern Parkway-Yeshiva Zichron Meilech",933500,NA,NA,1,NA,1,NA,NA,NA,NA,7220,NA,NA,NA,NA,NA,NA,NA,7220,7220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7220,NA,NA,NA,7220,NA,NA,NA,NA,NA,NA,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
NA,8603,2,9500,9500,3434,22217,"Mesivtha Tifereth Jerusalem of America",397400,NA,NA,0.8,80,0.8333,NA,NA,NA,NA,7900,NA,NA,NA,NA,NA,NA,NA,7650,8067,7650,7900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7962,NA,NA,NA,7962,NA,7900,NA,NA,NA,NA,"PrivacySuppressed","0","0.25","0.75","PrivacySuppressed"
"10454",8081,1,NA,NA,NA,7127,"Southern Westchester BOCES-Practical Nursing Program",1064100,NA,NA,0.2909,NA,NA,0.7143,NA,0.6667,23325,NA,NA,NA,22751,23800,26658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22998,NA,NA,NA,24640,NA,NA,NA,NA,NA,NA,NA,"0.492424242","0.068181818","0.424242424","0.507575758","0.581920904"
"6222",5873,3,NA,NA,NA,2377,"Midway Paris Beauty School",928300,NA,NA,NA,NA,NA,0.75,NA,0.7857,NA,18687,NA,NA,NA,NA,NA,NA,NA,18452,18043,22143,23043,23043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18444,NA,NA,NA,20093,NA,23043,NA,NA,NA,NA,"0.602409639","0.156626506","0.445783133","0.397590361","0.815602837"
"18130",4703,3,9456,9456,4035,3594,"Mildred Elley School-Albany Campus",2219500,2,4,NA,NA,NA,0.5302,NA,NA,NA,15610,NA,NA,NA,NA,NA,NA,NA,15528,14360,16001,19257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15415,NA,NA,NA,14497,NA,19257,NA,NA,NA,NA,"0.511256354","0.054466231","0.456790124","0.488743646","0.839007782"
NA,5267,2,5586,5586,2847,6423,"Mirrer Yeshiva Cent Institute",479800,NA,NA,NA,80,0.7619,NA,NA,NA,NA,4683,NA,NA,NA,NA,NA,NA,NA,4661,4734,4587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4691,NA,NA,NA,4709,NA,NA,NA,NA,NA,NA,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.595238095"
"9449.5",12125,3,NA,NA,NA,6145,"Modern Welding School",2275900,NA,NA,NA,NA,NA,0.9565,NA,0.9412,NA,12783,NA,NA,NA,NA,NA,NA,NA,11999,13880,17215,17215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12208,NA,NA,NA,15214,NA,17215,NA,NA,NA,NA,"0.801204819","0.71686747","0.084337349","0.198795181","0.655367232"
"12000",2621,1,4288,7998,5330,4236,"Mohawk Valley Community College",287100,4,3,NA,NA,NA,0.5758,NA,0.4348,7357,NA,NA,NA,5214,6796,10366,12142,12514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5642,NA,NA,NA,8501,NA,12259,NA,NA,NA,NA,NA,"0.448027719","0.038113006","0.409914712","0.551972281","PrivacySuppressed"
"27000",20700,2,25710,25710,8716,12758,"Molloy College",277500,9,8,0.7267,30,0.8909,NA,0.8333,NA,NA,22986,NA,NA,NA,NA,NA,NA,NA,17211,19206,22837,23697,25667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18040,NA,NA,NA,21021,NA,25043,NA,NA,NA,NA,"0.366306028","0.021638331","0.344667697","0.633693972","PrivacySuppressed"
"19512",10607,3,13236,13236,5274,3818,"Monroe College",479900,12,11,0.4404,NA,0.7361,NA,0.6667,NA,NA,11116,NA,NA,NA,NA,NA,NA,NA,10255,11453,14422,14498,16617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10504,NA,NA,NA,12393,NA,15384,NA,NA,NA,NA,"0.501395868","0.072585148","0.42881072","0.498604132","PrivacySuppressed"
"12000",2060,1,3874,7114,6212,4931,"Monroe Community College",287200,5,3,NA,NA,NA,0.5881,NA,0.3718,7075,NA,NA,NA,5243,6957,9837,11464,11938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5643,NA,NA,NA,8228,NA,11608,NA,NA,NA,NA,NA,"0.400975015","0.03229738","0.368677636","0.599024985","PrivacySuppressed"
