"GRAD_DEBT_MDN_SUPP","TUITFTE","CONTROL","TUITIONFEE_IN","TUITIONFEE_OUT","AVGFACSAL","INEXPFTE","INSTNM","OPEID","CCSIZSET","CCUGPROF","ADM_RATE","RELAFFIL","RET_FT4","RET_FTL4","RET_PT4","RET_PTL4","NPT4_PUB","NPT4_PRIV","NPT4_PROG","NPT4_OTHER","NPT41_PUB","NPT42_PUB","NPT43_PUB","NPT44_PUB","NPT45_PUB","NPT41_PRIV","NPT42_PRIV","NPT43_PRIV","NPT44_PRIV","NPT45_PRIV","NPT41_PROG","NPT42_PROG","NPT43_PROG","NPT44_PROG","NPT45_PROG","NPT41_OTHER","NPT42_OTHER","NPT43_OTHER","NPT44_OTHER","NPT45_OTHER","NPT4_048_PUB","NPT4_048_PRIV","NPT4_048_PROG","NPT4_048_OTHER","NPT4_3075_PUB","NPT4_3075_PRIV","NPT4_75UP_PUB","NPT4_75UP_PRIV","NPT4_3075_PROG","NPT4_3075_OTHER","NPT4_75UP_PROG","NPT4_75UP_OTHER","PAR_ED_PCT_1STGEN","PAR_ED_PCT_MS","PAR_ED_PCT_HS","PAR_ED_PCT_PS","INC_PCT_LO" 
"PrivacySuppressed",25863,3,NA,NA,NA,8736,"Lynnes Welding Training",4223500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"25550",NA,3,18007,18007,NA,NA,"Aviation Institute of Maintenance-Las Vegas",3523301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.478481013","0.026582279","0.451898734","0.521518987","0.715042373"
NA,NA,1,NA,NA,NA,NA,"Tulsa Technology Center-Owasso Campus",531105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.526916803","0.037520392","0.489396411","0.473083197","0.781653747"
NA,NA,1,NA,NA,NA,NA,"Tulsa Technology Center-Sand Springs Campus",531106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.526916803","0.037520392","0.489396411","0.473083197","0.781653747"
"34486",12334,3,NA,NA,NA,135,"National American University-Austin South",405733,NA,NA,NA,NA,NA,NA,0.3846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.527181174","0.051896003","0.475285171","0.472818826","PrivacySuppressed"
"34486",10821,3,NA,NA,NA,102,"National American University-Lewisville",405730,NA,NA,NA,NA,NA,NA,0.0909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.527181174","0.051896003","0.475285171","0.472818826","PrivacySuppressed"
"34486",10954,3,12891,12891,NA,542,"National American University-Georgetown",405729,NA,NA,NA,NA,1,NA,0.1538,NA,NA,19795,NA,NA,NA,NA,NA,NA,NA,19795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.527181174","0.051896003","0.475285171","0.472818826","PrivacySuppressed"
"34486",9891,3,NA,NA,NA,245,"National American University-Richardson",405732,NA,NA,NA,NA,NA,NA,0.2308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.527181174","0.051896003","0.475285171","0.472818826","PrivacySuppressed"
"34486",12208,3,NA,NA,NA,103,"National American University-Rochester",405736,NA,NA,NA,NA,1,NA,0.2727,NA,NA,15611,NA,NA,NA,NA,NA,NA,NA,15611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.527181174","0.051896003","0.475285171","0.472818826","PrivacySuppressed"
"34486",13235,3,NA,NA,NA,316,"National American University-Weldon Spring",405735,NA,NA,NA,NA,NA,NA,0.2273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.527181174","0.051896003","0.475285171","0.472818826","PrivacySuppressed"
"34486",13439,3,NA,NA,6667,647,"National American University-Wichita West",405731,NA,NA,NA,NA,0,NA,0.2632,NA,NA,11221,NA,NA,NA,NA,NA,NA,NA,NA,NA,11221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11221,NA,NA,NA,NA,NA,NA,"0.527181174","0.051896003","0.475285171","0.472818826","PrivacySuppressed"
"34486",12686,3,NA,NA,NA,44,"National American University-Indianapolis",405737,NA,NA,NA,NA,1,NA,0.3529,NA,NA,13351,NA,NA,NA,NA,NA,NA,NA,13351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.527181174","0.051896003","0.475285171","0.472818826","PrivacySuppressed"
"34486",7985,3,NA,NA,NA,374,"National American University-Tigard",405734,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.527181174","0.051896003","0.475285171","0.472818826","PrivacySuppressed"
"21599",11859,3,13780,13780,3583,2615,"The Art Institute of St Louis",4051343,NA,NA,NA,NA,0.3696,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.519426977","0.052013493","0.467413484","0.480573023","PrivacySuppressed"
"43068",18782,3,16010,16010,6875,2940,"DeVry College of New York",1072795,NA,NA,0.7581,NA,0.6104,NA,0.4203,NA,NA,18617,NA,NA,NA,NA,NA,NA,NA,17813,19216,21909,20130,25150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18134,NA,NA,NA,19951,NA,20967,NA,NA,NA,NA,"0.502429311","0.055170583","0.447258728","0.497570689","PrivacySuppressed"
"43068",16825,3,16010,16010,6875,4400,"DeVry University-Arizona",1072702,NA,NA,0.8834,NA,0.5192,NA,0.3714,NA,NA,19384,NA,NA,NA,NA,NA,NA,NA,18790,19536,20132,20999,24599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18989,NA,NA,NA,19735,NA,21599,NA,NA,NA,NA,"0.502429311","0.055170583","0.447258728","0.497570689","PrivacySuppressed"
"43068",17754,3,16010,16010,6428,3132,"DeVry University-California",1072706,NA,NA,0.8381,NA,0.5854,NA,0.3498,NA,NA,18003,NA,NA,NA,NA,NA,NA,NA,17722,16626,18865,20799,22487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17437,NA,NA,NA,17295,NA,21666,NA,NA,NA,NA,"0.502429311","0.055170583","0.447258728","0.497570689","PrivacySuppressed"
"43068",16811,3,16010,16010,5405,3403,"DeVry University-Colorado",1072709,NA,NA,0.7419,NA,0.5625,NA,0.4643,NA,NA,22503,NA,NA,NA,NA,NA,NA,NA,21509,24387,NA,25360,26908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22049,NA,NA,NA,24387,NA,26134,NA,NA,NA,NA,"0.502429311","0.055170583","0.447258728","0.497570689","PrivacySuppressed"
"43068",17010,3,16010,16010,6223,3731,"DeVry University-Florida",1072712,NA,NA,0.7336,NA,0.6164,NA,0.3099,NA,NA,19948,NA,NA,NA,NA,NA,NA,NA,19978,19713,20222,21426,18826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19924,NA,NA,NA,19891,NA,19866,NA,NA,NA,NA,"0.502429311","0.055170583","0.447258728","0.497570689","PrivacySuppressed"
"43068",17549,3,16010,16010,6787,3899,"DeVry University-Georgia",1072714,NA,NA,0.8064,NA,0.4179,NA,0.3874,NA,NA,19384,NA,NA,NA,NA,NA,NA,NA,18909,19928,19755,19990,21693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19149,NA,NA,NA,19850,NA,20416,NA,NA,NA,NA,"0.502429311","0.055170583","0.447258728","0.497570689","PrivacySuppressed"
"43068",18229,3,16010,16010,6794,2565,"DeVry University-Illinois",1072700,NA,NA,0.704,NA,0.5355,NA,0.3393,NA,NA,19953,NA,NA,NA,NA,NA,NA,NA,19980,18933,20289,21292,21980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19766,NA,NA,NA,19323,NA,21514,NA,NA,NA,NA,"0.502429311","0.055170583","0.447258728","0.497570689","PrivacySuppressed"
"43068",16745,3,16010,16010,5655,3742,"DeVry University-Indiana",1072747,NA,NA,0.7714,NA,0.4,NA,0.1667,NA,NA,22490,NA,NA,NA,NA,NA,NA,NA,21293,NA,NA,24884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21293,NA,NA,NA,NA,NA,24884,NA,NA,NA,NA,"0.502429311","0.055170583","0.447258728","0.497570689","PrivacySuppressed"
"43068",14051,3,16010,16010,NA,4574,"DeVry University-Kentucky",1072789,NA,NA,0.5385,NA,0.6667,NA,0.3333,NA,NA,25436,NA,NA,NA,NA,NA,NA,NA,23355,27517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25436,NA,NA,NA,27517,NA,NA,NA,NA,NA,NA,"0.502429311","0.055170583","0.447258728","0.497570689","PrivacySuppressed"
"43068",17392,3,16010,16010,6250,3326,"DeVry University-Maryland",1072752,NA,NA,0.8235,NA,NA,NA,0.2727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.502429311","0.055170583","0.447258728","0.497570689","PrivacySuppressed"
"43068",17462,3,16010,16010,5851,3346,"DeVry University-Michigan",1072786,NA,NA,0.6667,NA,0,NA,0.4286,NA,NA,21960,NA,NA,NA,NA,NA,NA,NA,21803,NA,NA,22272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21803,NA,NA,NA,NA,NA,22272,NA,NA,NA,NA,"0.502429311","0.055170583","0.447258728","0.497570689","PrivacySuppressed"
"43068",17645,3,16010,16010,5950,2916,"DeVry University-Minnesota",1072767,NA,NA,0.7105,NA,0.25,NA,0.5,NA,NA,24879,NA,NA,NA,NA,NA,NA,NA,23948,24540,NA,27417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24244,NA,NA,NA,24540,NA,27417,NA,NA,NA,NA,"0.502429311","0.055170583","0.447258728","0.497570689","PrivacySuppressed"
"43068",16999,3,16010,16010,6648,4461,"DeVry University-Missouri",1072717,NA,NA,0.7826,NA,0.75,NA,0.1935,NA,NA,19307,NA,NA,NA,NA,NA,NA,NA,18057,19943,21051,20894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18506,NA,NA,NA,20547,NA,20894,NA,NA,NA,NA,"0.502429311","0.055170583","0.447258728","0.497570689","PrivacySuppressed"
"43068",15207,3,16010,16010,5074,3571,"DeVry University-Nevada",1072755,NA,NA,0.8,NA,0.5,NA,0.5556,NA,NA,19690,NA,NA,NA,NA,NA,NA,NA,20449,19046,20315,19265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19608,NA,NA,NA,19364,NA,19265,NA,NA,NA,NA,"0.502429311","0.055170583","0.447258728","0.497570689","PrivacySuppressed"
"43068",18912,3,16010,16010,7502,4178,"DeVry University-New Jersey",1072718,NA,NA,0.7978,NA,0.6104,NA,0.2703,NA,NA,15518,NA,NA,NA,NA,NA,NA,NA,13487,14339,17410,20075,21338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13730,NA,NA,NA,15490,NA,20643,NA,NA,NA,NA,"0.502429311","0.055170583","0.447258728","0.497570689","PrivacySuppressed"
"43068",16955,3,16010,16010,5606,4041,"DeVry University-North Carolina",1072751,NA,NA,0.7246,NA,0.5,NA,0.1667,NA,NA,20303,NA,NA,NA,NA,NA,NA,NA,20689,19804,NA,20250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20310,NA,NA,NA,19804,NA,20250,NA,NA,NA,NA,"0.502429311","0.055170583","0.447258728","0.497570689","PrivacySuppressed"
"43068",17125,3,16010,16010,7186,3550,"DeVry University-Ohio",1072720,NA,NA,0.7807,NA,0.5741,NA,0.3762,NA,NA,19121,NA,NA,NA,NA,NA,NA,NA,19304,19136,16923,19633,18335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19255,NA,NA,NA,18675,NA,19308,NA,NA,NA,NA,"0.502429311","0.055170583","0.447258728","0.497570689","PrivacySuppressed"
"43068",17233,3,16010,16010,6250,3100,"DeVry University-Oklahoma",1072774,NA,NA,0.7931,NA,0.2857,NA,0.3333,NA,NA,23009,NA,NA,NA,NA,NA,NA,NA,23105,20967,24767,22911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22677,NA,NA,NA,22867,NA,22911,NA,NA,NA,NA,"0.502429311","0.055170583","0.447258728","0.497570689","PrivacySuppressed"
"43068",14683,3,NA,NA,5837,3973,"DeVry University-Oregon",1072749,NA,NA,0.5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.502429311","0.055170583","0.447258728","0.497570689","PrivacySuppressed"
"43068",17370,3,16010,16010,6291,3897,"DeVry University-Pennsylvania",1072722,NA,NA,0.8091,NA,0.4833,NA,0.1452,NA,NA,19598,NA,NA,NA,NA,NA,NA,NA,18988,20336,20539,18120,22278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19287,NA,NA,NA,20417,NA,21446,NA,NA,NA,NA,"0.502429311","0.055170583","0.447258728","0.497570689","PrivacySuppressed"
"43068",16107,3,16010,16010,5609,3817,"DeVry University-Tennessee",1072780,NA,NA,0.6667,NA,0,NA,0.3684,NA,NA,15127,NA,NA,NA,NA,NA,NA,NA,15127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.502429311","0.055170583","0.447258728","0.497570689","PrivacySuppressed"
"43068",18072,3,16010,16010,6962,4578,"DeVry University-Texas",1072724,NA,NA,0.8329,NA,0.5224,NA,0.2809,NA,NA,19920,NA,NA,NA,NA,NA,NA,NA,19343,20139,21515,21979,22586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19516,NA,NA,NA,20532,NA,22207,NA,NA,NA,NA,"0.502429311","0.055170583","0.447258728","0.497570689","PrivacySuppressed"
"43068",16655,3,NA,NA,NA,3202,"DeVry University-Utah",1072776,NA,NA,0.75,NA,0,NA,0.3333,NA,NA,18778,NA,NA,NA,NA,NA,NA,NA,18778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.502429311","0.055170583","0.447258728","0.497570689","PrivacySuppressed"
"43068",17432,3,16010,16010,6588,3886,"DeVry University-Virginia",1072725,NA,NA,0.7952,NA,0.6667,NA,0.2593,NA,NA,19151,NA,NA,NA,NA,NA,NA,NA,18677,20330,18050,20202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19228,NA,NA,NA,19679,NA,20202,NA,NA,NA,NA,"0.502429311","0.055170583","0.447258728","0.497570689","PrivacySuppressed"
"43068",15865,3,16010,16010,5715,4434,"DeVry University-Washington",1072723,NA,NA,0.7778,NA,0.6667,NA,0.3333,NA,NA,17667,NA,NA,NA,NA,NA,NA,NA,16224,16999,20499,16999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16418,NA,NA,NA,19332,NA,16999,NA,NA,NA,NA,"0.502429311","0.055170583","0.447258728","0.497570689","PrivacySuppressed"
"43068",15898,3,16010,16010,5202,4019,"DeVry University-Wisconsin",1072739,NA,NA,0.4545,NA,0.5,NA,0.6,NA,NA,20867,NA,NA,NA,NA,NA,NA,NA,NA,NA,20867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20867,NA,NA,NA,NA,NA,NA,"0.502429311","0.055170583","0.447258728","0.497570689","PrivacySuppressed"
"16473",4149,1,4219,12133,5492,4614,"University of North Georgia",158500,NA,NA,0.6102,NA,0.7964,NA,0.5385,NA,14534,NA,NA,NA,14418,14320,14805,14655,14564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14385,NA,NA,NA,14572,NA,14612,NA,NA,NA,NA,NA,"0.384901648","0.040669857","0.344231792","0.615098352","PrivacySuppressed"
"13150",1176,1,3626,10852,4362,3355,"South Georgia State College",159200,NA,NA,NA,NA,NA,NA,NA,NA,7816,NA,NA,NA,6817,7436,9704,11158,11566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6973,NA,NA,NA,8423,NA,11317,NA,NA,NA,NA,NA,"0.416270219","0.033301618","0.382968601","0.583729781","0.614518148"
"28804.5",NA,2,NA,NA,6227,NA,"Northeastern University Global Network",219900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.210224668","0.0174232","0.192801467","0.789775332","0.258992806"
"10500",2921,1,5847,5847,3802,2167,"Georgia Military College-Distance Learning Campuses",157100,NA,NA,NA,NA,NA,0.36,NA,0.2815,15937,NA,NA,NA,14865,15865,17900,19602,19821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15068,NA,NA,NA,16736,NA,19673,NA,NA,NA,NA,NA,"0.446186634","0.03577409","0.410412544","0.553813366","PrivacySuppressed"
"21599",15080,3,12474,12474,3750,1431,"Brown Mackie College-Dallas",4051342,NA,NA,NA,NA,0.3333,NA,NA,NA,NA,20381,NA,NA,NA,NA,NA,NA,NA,20057,18701,21824,24330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19778,NA,NA,NA,20143,NA,24330,NA,NA,NA,NA,"0.519426977","0.052013493","0.467413484","0.480573023","PrivacySuppressed"
"12340",NA,3,NA,NA,NA,NA,"American Institute-Toms River",2106605,NA,NA,NA,NA,NA,NA,NA,NA,NA,15507,NA,NA,NA,NA,NA,NA,NA,15626,14194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15507,NA,NA,NA,14194,NA,NA,NA,NA,NA,NA,"0.618942731","0.099118943","0.519823789","0.381057269","PrivacySuppressed"
"9475",1505,3,15024,15024,2289,3014,"Arizona College-Mesa",3115001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.572377158","0.136122178","0.43625498","0.427622842","0.791326531"
"9500",NA,3,NA,NA,NA,NA,"American College of Healthcare",3144402,NA,NA,NA,NA,NA,NA,NA,NA,NA,8950,NA,NA,NA,NA,NA,NA,NA,8950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.635555556","0.126666667","0.508888889","0.364444444","0.847338936"
"5348",889,1,2568,4608,4257,3995,"Central Georgia Technical College",576300,NA,NA,NA,NA,NA,0.4649,NA,0.5679,2945,NA,NA,NA,2612,3483,5244,6610,7494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2735,NA,NA,NA,3912,NA,6997,NA,NA,NA,NA,NA,"0.523574145","0.047908745","0.475665399","0.476425856","0.790782292"
"PrivacySuppressed",3335,3,NA,NA,NA,303,"Barber School of Pittsburgh",4224600,NA,NA,NA,NA,NA,0.8519,NA,0.8462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.342857143","0","0.342857143","0.657142857","0.773584906"
"PrivacySuppressed",7520,3,NA,NA,NA,3678,"The Salon Professional Academy-South Plainfield",4218500,NA,NA,NA,NA,NA,0.8929,NA,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.584615385"
"20375",11797,1,7866,11209,7134,9152,"Arizona State University-Skysong",108159,NA,NA,0.6343,NA,0.7158,NA,0.6343,NA,12823,NA,NA,NA,10630,9407,17178,18270,18375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10289,NA,NA,NA,13033,NA,18320,NA,NA,NA,NA,NA,"0.385883455","0.044769126","0.34111433","0.614116545","PrivacySuppressed"
"PrivacySuppressed",1463,1,3312,3374,4015,3999,"Louisiana Delta Community College",4130100,NA,NA,NA,NA,NA,0.4314,NA,0.2609,16654,NA,NA,NA,16491,16980,18716,18318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16561,NA,NA,NA,17349,NA,18318,NA,NA,NA,NA,NA,"0.562403698","0.046738572","0.515665126","0.437596302","PrivacySuppressed"
"26000",NA,1,7276,13612,NA,NA,"Troy University-Phenix City Campus",104703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.453292022","0.035631294","0.417660728","0.546707978","PrivacySuppressed"
"26000",NA,1,7276,13612,NA,NA,"Troy University-Montgomery Campus",104755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.453292022","0.035631294","0.417660728","0.546707978","PrivacySuppressed"
"26000",NA,1,7276,13612,NA,NA,"Troy University-Dothan Campus",104754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.453292022","0.035631294","0.417660728","0.546707978","PrivacySuppressed"
"26000",NA,1,7392,7392,NA,NA,"Troy University-eTROY",104700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.453292022","0.035631294","0.417660728","0.546707978","PrivacySuppressed"
"26000",NA,1,5760,5760,NA,NA,"Troy University-Global Campus",104700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.453292022","0.035631294","0.417660728","0.546707978","PrivacySuppressed"
"PrivacySuppressed",NA,2,NA,NA,NA,NA,"Global MBA Latin American Managers Program Satellite Campus",107002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"12619.5",NA,3,NA,NA,NA,NA,"Arkansas College of Barbering and Hair Design",3023401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.492227979","0.03626943","0.455958549","0.507772021","0.876033058"
"26250",NA,2,12006,NA,NA,NA,"Harding School of Theology",109702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.221462748","0.012987013","0.208475735","0.778537252","0.255081967"
"9855",NA,3,NA,NA,NA,NA,"Career Academy of Hair Design-Siloam Springs",2341702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.596551724","0.106896552","0.489655172","0.403448276","0.726342711"
"9855",NA,3,NA,NA,NA,NA,"Career Academy of Hair Design-Rogers",2341701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.596551724","0.106896552","0.489655172","0.403448276","0.726342711"
"9855",NA,3,NA,NA,NA,NA,"Career Academy of Hair Design-Fayetteville",2341703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.596551724","0.106896552","0.489655172","0.403448276","0.726342711"
